bismil بِسْمِ
muHarromun مُحَرَّمٌ
eixrOjuhum إِخْرَاجُهُمْ
eafatueminUna أَفَتُؤْمِنُونَ
bibaEMil بِبَعْضِ
kitAbi الْكِتَابِ
watakfurUna وَتَكْفُرُونَ
bibaEMiN بِبَعْضٍ
jazAAeu جَزَاءُ
yafEalu يَفْعَلُ
xizyuN خِزْيٌ
lHayAtid الْحَيَاةِ
dunyA الدُّنْيَا
wayWmal وَيَوْمَ
qiyAmati الْقِيَامَةِ
yuroddUna يُرَدُّونَ
eilAA إِلَىٰ
eaXaddil أَشَدِّ
Xtarowu اشْتَرَوُا
lHayAtad الْحَيَاةَ
bileAxiroti بِالْآخِرَةِ
yuxoffafu يُخَفَّفُ
Eanhumul عَنْهُمُ
EacAbu الْعَذَابُ
waqoffYnA وَقَفَّيْنَا
birrusuli بِالرُّسُلِ
waeAtYnA وَآتَيْنَا
EIsaB عِيسَى
na ابْنَ
maryamal مَرْيَمَ
bayyinAti الْبَيِّنَاتِ
waeayyaDnAhu وَأَيَّدْنَاهُ
birUHil بِرُوحِ
qudusi الْقُدُسِ
eafakullamA أَفَكُلَّمَا
jAAeakum جَاءَكُمْ
rosUlummm رَسُولٌ
tahwAA تَهْوَىٰ
eaNfusukumu أَنْفُسُكُمُ
stakbartum اسْتَكْبَرْتُمْ
fafarIqoN فَفَرِيقًا
kaccaBtum كَذَّبْتُمْ
wafarIqoN وَفَرِيقًا
taQtulUn تَقْتُلُونَ
qulUbunA قُلُوبُنَا
gulfummm غُلْفٌ
bal بَلْ
laEanahumuL لَعَنَهُمُ
bikufrihim بِكُفْرِهِمْ
faqolIlamm فَقَلِيلًا
walammA وَلَمَّا
jAAeahum جَاءَهُمْ
kitAbumm كِتَابٌ
muSoddiqul مُصَدِّقٌ
maEahum مَعَهُمْ
yastaftiHUna يَسْتَفْتِحُونَ
falammA فَلَمَّا
jAAeahumm جَاءَهُمْ
EarofU عَرَفُوا
falaEnatuL فَلَعْنَةُ
biesamA بِئْسَمَا
XtarC اشْتَرَوْا
yakfurU يَكْفُرُوا
eaNzalaL أَنْزَلَ
bagyan بَغْيًا
yunazzilaL يُنَزِّلَ
faMlihI فَضْلِهِ
yaXAAeu يَشَاءُ
EibAdihI عِبَادِهِ
fabAAeU فَبَاءُوا
bigoMobin بِغَضَبٍ
goMobiww غَضَبٍ
walilkAfirIna وَلِلْكَافِرِينَ
EacAbumm عَذَابٌ
muhIn مُهِينٌ
nueminu نُؤْمِنُ
wayakfurUna وَيَكْفُرُونَ
warOOeahU وَرَاءَهُ
falima فَلِمَ
eammmbiyAAeaL أَنْبِيَاءَ
kuNtumm كُنْتُمْ
mueminIn مُؤْمِنِينَ
jAAeakumm جَاءَكُمْ
bilbayyinAti بِالْبَيِّنَاتِ
wasmaEU وَاسْمَعُوا
samiEnA سَمِعْنَا
waEaSVnA وَعَصَيْنَا
waeuXribU وَأُشْرِبُوا
qulUbihimul قُلُوبِهِمُ
yaemurukummm يَأْمُرُكُمْ
eImAnukum إِيمَانُكُمْ
kAnat كَانَتْ
lakumud لَكُمُ
dArul الدَّارُ
eAxirotu الْآخِرَةُ
xOliSotamm خَالِصَةً
dUnin دُونِ
fatamannawul فَتَمَنَّوُا
mWta الْمَوْتَ
walayy وَلَنْ
yatamannWhu يَتَمَنَّوْهُ
eabadammm أَبَدًا
qoddamat قَدَّمَتْ
EalImummm عَلِيمٌ
biZZOlimIn بِالظَّالِمِينَ
walatajidannahum وَلَتَجِدَنَّهُمْ
eaHroSon أَحْرَصَ
HayAtiww حَيَاةٍ
waminal وَمِنَ
eaXrokU أَشْرَكُوا
yawaddu يَوَدُّ
eaHaduhum أَحَدُهُمْ
lW لَوْ
yuEammaru يُعَمَّرُ
ealfa أَلْفَ
sanatiww سَنَةٍ
bimuzaHziHihI بِمُزَحْزِحِهِ
yuEammaro يُعَمَّرَ
baSIrummm بَصِيرٌ
yaEmalUn يَعْمَلُونَ
Eaduwwal عَدُوًّا
lijiBrIla لِجِبْرِيلَ
faeinnahU فَإِنَّهُ
nazzalahU نَزَّلَهُ
qolbika قَلْبِكَ
bieicnil بِإِذْنِ
yadYhi يَدَيْهِ
wahudaww وَهُدًى
wabuXrO وَبُشْرَىٰ
lilmueminIn لِلْمُؤْمِنِينَ
wamalAAeikatihI وَمَلَائِكَتِهِ
warusulihI وَرُسُلِهِ
wajiBrIla وَجِبْرِيلَ
wamIkAla وَمِيكَالَ
faeinnaL فَإِنَّ
Eaduwwul عَدُوٌّ
eaNzalnAA أَنْزَلْنَا
eAyAtimmm آيَاتٍ
bayyinAtiww بَيِّنَاتٍ
yakfuru يَكْفُرُ
bihAA بِهَا
fAsiqUn الْفَاسِقُونَ
eawakullamA أَوَكُلَّمَا
EAhadU عَاهَدُوا
Eahdann عَهْدًا
nabacahU نَبَذَهُ
minhummm مِنْهُمْ
eakvaruhum أَكْثَرُهُمْ
rosUlumm رَسُولٌ
nabaca نَبَذَ
eUtUl أُوتُوا
kitAbaL كِتَابَ
warOOea وَرَاءَ
ZuhUrihim ظُهُورِهِمْ
kaeannahum كَأَنَّهُمْ
wattabaEU وَاتَّبَعُوا
tatlUX تَتْلُو
XayApInu الشَّيَاطِينُ
mulki مُلْكِ
sulYmAna سُلَيْمَانَ
kafaro كَفَرَ
sulYmAnu سُلَيْمَانُ
walAkinnaX وَلَٰكِنَّ
XayApIna الشَّيَاطِينَ
yuEallimUnan يُعَلِّمُونَ
nAsas النَّاسَ
siHro السِّحْرَ
malakYni الْمَلَكَيْنِ
bibAbila بِبَابِلَ
hArUta هَارُوتَ
wamArUta وَمَارُوتَ
yuEallimAni يُعَلِّمَانِ
eaHadin أَحَدٍ
yaqUlAA يَقُولَا
fitnatuN فِتْنَةٌ
takfur تَكْفُرْ
fayataEallamUna فَيَتَعَلَّمُونَ
minhumA مِنْهُمَا
yufarriqUna يُفَرِّقُونَ
bYnal بَيْنَ
marei الْمَرْءِ
wazWjihI وَزَوْجِهِ
biMOOOrrIna بِضَارِّينَ
wayataEallamUna وَيَتَعَلَّمُونَ
yaMurruhum يَضُرُّهُمْ
yaNfaEuhum يَنْفَعُهُمْ
EalimU عَلِمُوا
lamani لَمَنِ
XtarOhu اشْتَرَاهُ
lahU لَهُ
eAxiroti الْآخِرَةِ
xolAqiww خَلَاقٍ
walabiesa وَلَبِئْسَ
XarC شَرَوْا
eannahum أَنَّهُمْ
wattaqC وَاتَّقَوْا
lamavUbatumm لَمَثُوبَةٌ
yAAeayyuhAl يَاأَيُّهَا
taqUlU تَقُولُوا
rOEinA رَاعِنَا
waqUlUN وَقُولُوا
ZurnA انْظُرْنَا
ealIm أَلِيمٌ
yawaddul يَوَدُّ
eahlil أَهْلِ
walAl وَلَا
muXrikIna الْمُشْرِكِينَ
yunazzala يُنَزَّلَ
EalYkumm عَلَيْكُمْ
xVrimm خَيْرٍ
yaxtaSSu يَخْتَصُّ
biroHmatihI بِرَحْمَتِهِ
cUl ذُو
faMlil الْفَضْلِ
EaZIm الْعَظِيمِ
naNsax نَنْسَخْ
eAyatin آيَةٍ
nuNsihA نُنْسِهَا
naeti نَأْتِ
bixVrimm بِخَيْرٍ
minhAA مِنْهَا
mivlihAA مِثْلِهَا
taElam تَعْلَمْ
mulkus مُلْكُ
miww مِنْ
waliyyiww وَلِيٍّ
naSIr نَصِيرٍ
turIdUna تُرِيدُونَ
tasealU تَسْأَلُوا
rosUlakum رَسُولَكُمْ
kamA كَمَا
sueila سُئِلَ
wamayy وَمَنْ
yatabaddalil يَتَبَدَّلِ
kufro الْكُفْرَ
bileImAni بِالْإِيمَانِ
faqoD فَقَدْ
Molla ضَلَّ
sawAAeas سَوَاءَ
sabIl السَّبِيلِ
wadda وَدَّ
kavIrumm كَثِيرٌ
yaruddUnakumm يَرُدُّونَكُمْ
eImAnikum إِيمَانِكُمْ
kuffAron كُفَّارًا
Hasadamm حَسَدًا
EiNdi عِنْدِ
eaNfusihimm أَنْفُسِهِمْ
tabayyana تَبَيَّنَ
lahumu لَهُمُ
faEfU فَاعْفُوا
waSfaHU وَاصْفَحُوا
yaetiyaL يَأْتِيَ
bieamrihII بِأَمْرِهِ
tuqoddimU تُقَدِّمُوا
lieaNfusikumm لِأَنْفُسِكُمْ
xVriN خَيْرٍ
tajidUhu تَجِدُوهُ
taEmalUna تَعْمَلُونَ
baSIr بَصِيرٌ
layy لَنْ
yaDxulal يَدْخُلَ
hUdan هُودًا
naSOrO نَصَارَىٰ
tilka تِلْكَ
eamAniyyuhum أَمَانِيُّهُمْ
hAtU هَاتُوا
burhAnakum بُرْهَانَكُمْ
easlama أَسْلَمَ
waJhahU وَجْهَهُ
muHsinuN مُحْسِنٌ
falahUU فَلَهُ
eaJruhU أَجْرُهُ
waqOlatil وَقَالَتِ
yahUdu الْيَهُودُ
lYsatin لَيْسَتِ
naSOrO النَّصَارَىٰ
XYeiww شَيْءٍ
waqOlatin وَقَالَتِ
lYsatil لَيْسَتِ
yatlUnal يَتْلُونَ
qOlal قَالَ
mivla مِثْلَ
qClihim قَوْلِهِمْ
fallahu فَاللَّهُ
yaHkumu يَحْكُمُ
bYnahum بَيْنَهُمْ
yWmal يَوْمَ
fImA فِيمَا
yaxtalifUn يَخْتَلِفُونَ
waman وَمَنْ
eaZlamu أَظْلَمُ
mimmamm مِمَّنْ
manaEa مَنَعَ
masAjidaL مَسَاجِدَ
yuckaro يُذْكَرَ
smuhU اسْمُهُ
wasaEA وَسَعَىٰ
xorObihAA خَرَابِهَا
yaDxulUhAA يَدْخُلُوهَا
xOOeifIna خَائِفِينَ
fId فِي
xizyuww خِزْيٌ
walillAhil وَلِلَّهِ
maXriqu الْمَشْرِقُ
walmagribu وَالْمَغْرِبُ
faeYnamA فَأَيْنَمَا
tuwallU تُوَلُّوا
favamma فَثَمَّ
waJhuL وَجْهُ
wAsiEun وَاسِعٌ
waqOlUt وَقَالُوا
taxocaL اتَّخَذَ
waladaN وَلَدًا
suBHAnahU سُبْحَانَهُ
kullul كُلٌّ
qOnitUn قَانِتُونَ
badIEus بَدِيعُ
qoMOO قَضَىٰ
eamroN أَمْرًا
faeinnamA فَإِنَّمَا
kuN كُنْ
fayakUn فَيَكُونُ
waqOlal وَقَالَ
lWlA لَوْلَا
yukallimunAL يُكَلِّمُنَا
taetInAA تَأْتِينَا
eAyatuN آيَةٌ
qoBlihimm قَبْلِهِمْ
taXAbahat تَشَابَهَتْ
qulUbuhum قُلُوبُهُمْ
bayyannAl بَيَّنَّا
eAyAti الْآيَاتِ
liqCmiyy لِقَوْمٍ
einnAA إِنَّا
earsalnAka أَرْسَلْنَاكَ
baXIroww بَشِيرًا
wanacIroww وَنَذِيرًا
tusealu تُسْأَلُ
Ean عَنْ
eaSHAbil أَصْحَابِ
jaHIm الْجَحِيمِ
tarMO تَرْضَىٰ
EaNkal عَنْكَ
walAn وَلَا
tattabiEa تَتَّبِعَ
millatahum مِلَّتَهُمْ
einna إِنَّ
hudaL هُدَى
hudA الْهُدَىٰ
walaeinit وَلَئِنِ
tabaEta اتَّبَعْتَ
eahwAAeahummm أَهْوَاءَهُمْ
baEdal بَعْدَ
jAAeaka جَاءَكَ
Eilmi الْعِلْمِ
eAtYnAhumul آتَيْنَاهُمُ
yatlUnahU يَتْلُونَهُ
Haqqo حَقَّ
tilAwatihII تِلَاوَتِهِ
yakfur يَكْفُرْ
taNfaEuhA تَنْفَعُهَا
waeiciB وَإِذِ
talAA ابْتَلَىٰ
eiBrOhIma إِبْرَاهِيمَ
robbuhU رَبُّهُ
bikalimAtiN بِكَلِمَاتٍ
faeatammahunna فَأَتَمَّهُنَّ
jAEiluka جَاعِلُكَ
eimAmaN إِمَامًا
wamiN وَمِنْ
curriyyatI ذُرِّيَّتِي
yanAlu يَنَالُ
EahdIZ عَهْدِي
jaEalnAl جَعَلْنَا
bYta الْبَيْتَ
mavAbatal مَثَابَةً
waeamnaww وَأَمْنًا
wattaxicU وَاتَّخِذُوا
maqOmi مَقَامِ
muSollaww مُصَلًّى
waEahiDnAA وَعَهِدْنَا
waeismAEIla وَإِسْمَاعِيلَ
pohhirO طَهِّرَا
bYtiya بَيْتِيَ
lilppOOeifIna لِلطَّائِفِينَ
walEAkifIna وَالْعَاكِفِينَ
warrukkaEis وَالرُّكَّعِ
sujUD السُّجُودِ
eiBrOhImu إِبْرَاهِيمُ
robbiJ رَبِّ
Eal اجْعَلْ
baladan بَلَدًا
eAminaww آمِنًا
warzuQ وَارْزُقْ
eahlahU أَهْلَهُ
wamaN وَمَنْ
faeumattiEuhU فَأُمَتِّعُهُ
eaMporruhUU أَضْطَرُّهُ
EacAbin عَذَابِ
wabiesal وَبِئْسَ
maSIr الْمَصِيرُ
yarfaEu يَرْفَعُ
eiBrOhImul إِبْرَاهِيمُ
qowAEida الْقَوَاعِدَ
bYti الْبَيْتِ
waeismAEIlu وَإِسْمَاعِيلُ
robbanA رَبَّنَا
taqobbal تَقَبَّلْ
minnAA مِنَّا
eaNtas أَنْتَ
samIEul السَّمِيعُ
waJEalnA وَاجْعَلْنَا
muslimYni مُسْلِمَيْنِ
curriyyatinAA ذُرِّيَّتِنَا
eummatamm أُمَّةً
muslimatal مُسْلِمَةً
waearinA وَأَرِنَا
manAsikanA مَنَاسِكَنَا
watuB وَتُبْ
EalYnAA عَلَيْنَا
eaNtat أَنْتَ
waBEav وَابْعَثْ
fIhim فِيهِمْ
rosUlamm رَسُولًا
yatlU يَتْلُو
eAyAtika آيَاتِكَ
wayuEallimuhumul وَيُعَلِّمُهُمُ
walHikmata وَالْحِكْمَةَ
wayuzakkIhim وَيُزَكِّيهِمْ
EazIzu الْعَزِيزُ
yargobu يَرْغَبُ
Eamm عَنْ
millati مِلَّةِ
safiha سَفِهَ
nafsahU نَفْسَهُ
walaqodi وَلَقَدِ
SpofYnAhu اصْطَفَيْنَاهُ
waeinnahU وَإِنَّهُ
laminaS لَمِنَ
SOliHIn الصَّالِحِينَ
eic إِذْ
robbuhUU رَبُّهُ
easlim أَسْلِمْ
easlamtu أَسْلَمْتُ
lirobbil لِرَبِّ
wawaSSO وَوَصَّىٰ
banIhi بَنِيهِ
wayaEqUbu وَيَعْقُوبُ
yAbaniyya يَابَنِيَّ
SpofA اصْطَفَىٰ
dIna الدِّينَ
tamUtunna تَمُوتُنَّ
muslimUn مُسْلِمُونَ
XuhadAAea شُهَدَاءَ
HaMoro حَضَرَ
yaEqUbal يَعْقُوبَ
mWtu الْمَوْتُ
libanIhi لِبَنِيهِ
baEdI بَعْدِي
eilAhaka إِلَٰهَكَ
waeilAha وَإِلَٰهَ
eAbAAeika آبَائِكَ
waeisHAqo وَإِسْحَاقَ
eilAhaww إِلَٰهًا
wAHidaww وَاحِدًا
eummatuN أُمَّةٌ
xolat خَلَتْ
lahA لَهَا
kasabat كَسَبَتْ
walakumm وَلَكُمْ
kasaBtum كَسَبْتُمْ
tusealUna تُسْأَلُونَ
tahtadU تَهْتَدُوا
millata مِلَّةَ
HanIfaww حَنِيفًا
muXrikIn الْمُشْرِكِينَ
qUlUU قُولُوا
eilYnA إِلَيْنَا
wayaEqUba وَيَعْقُوبَ
waleasbApi وَالْأَسْبَاطِ
eUtiya أُوتِيَ
waEIsA وَعِيسَىٰ
eUtiyan أُوتِيَ
nabiyyUna النَّبِيُّونَ
nufarriqu نُفَرِّقُ
eaHadimm أَحَدٍ
faein فَإِنْ
bimivli بِمِثْلِ
eAmaNtummm آمَنْتُمْ
faqodi فَقَدِ
htadWw اهْتَدَوْا
tawallW تَوَلَّوْا
XiqOqiN شِقَاقٍ
fasayakfIkahumuL فَسَيَكْفِيكَهُمُ
wahuwas وَهُوَ
SiBgotaL صِبْغَةَ
eaHsanu أَحْسَنُ
SiBgotaww صِبْغَةً
EAbidUn عَابِدُونَ
eatuHAAAjjUnanA أَتُحَاجُّونَنَا
robbunA رَبُّنَا
warobbukum وَرَبُّكُمْ
walanAA وَلَنَا
eaEmAlunA أَعْمَالُنَا
eaEmAlukum أَعْمَالُكُمْ
muxliSUn مُخْلِصُونَ
waleasbApo وَالْأَسْبَاطَ
eaeaNtum أَأَنْتُمْ
eamil أَمِ
mimmaN مِمَّنْ
katama كَتَمَ
XahAdatan شَهَادَةً
EiNdahU عِنْدَهُ
sayaqUlus سَيَقُولُ
minan مِنَ
wallAhum وَلَّاهُمْ
EaN عَنْ
qiBlatihimul قِبْلَتِهِمُ
EalYhA عَلَيْهَا
lillAhil لِلَّهِ
yahdI يَهْدِي
SirOpimm صِرَاطٍ
mustaqIm مُسْتَقِيمٍ
wakacAlika وَكَذَٰلِكَ
jaEalnAkum جَعَلْنَاكُمْ
eummataww أُمَّةً
wasapol وَسَطًا
litakUnU لِتَكُونُوا
Ealan عَلَى
wayakUnar وَيَكُونَ
rosUlu الرَّسُولُ
XahIdaww شَهِيدًا
qiBlatal الْقِبْلَةَ
kuNta كُنْتَ
EalYhAA عَلَيْهَا
linaElama لِنَعْلَمَ
yattabiEur يَتَّبِعُ
rosUla الرَّسُولَ
mimmayy مِمَّنْ
yaNqolibu يَنْقَلِبُ
EaqibYhi عَقِبَيْهِ
lakabIrotan لَكَبِيرَةً
hadaL هَدَى
kAnaL كَانَ
liyuMIEa لِيُضِيعَ
eImAnakum إِيمَانَكُمْ
binnAsi بِالنَّاسِ
laroeUfur لَرَءُوفٌ
roHIm رَحِيمٌ
narO نَرَىٰ
taqolluba تَقَلُّبَ
waJhika وَجْهِكَ
falanuwalliyannaka فَلَنُوَلِّيَنَّكَ
qiBlataN قِبْلَةً
tarMOhA تَرْضَاهَا
fawalli فَوَلِّ
waJhaka وَجْهَكَ
XaProl شَطْرَ
masjidi الْمَسْجِدِ
lHarOmi الْحَرَامِ
waHYvu وَحَيْثُ
fawallU فَوَلُّوا
wujUhakum وُجُوهَكُمْ
XaProhU شَطْرَهُ
waeinnal وَإِنَّ
layaElamUna لَيَعْلَمُونَ
walaein وَلَئِنْ
eatYtal أَتَيْتَ
eAyatimm آيَةٍ
tabiEU تَبِعُوا
qiBlataka قِبْلَتَكَ
bitAbiEiN بِتَابِعٍ
qiBlatahum قِبْلَتَهُمْ
baEMuhummm بَعْضُهُمْ
qiBlata قِبْلَةَ
baEMiww بَعْضٍ
eahwAAeahumm أَهْوَاءَهُمْ
eical إِذًا
laminaZ لَمِنَ
yaErifUnahU يَعْرِفُونَهُ
yaErifUna يَعْرِفُونَ
eaBnAAeahum أَبْنَاءَهُمْ
layaktumUna لَيَكْتُمُونَ
ealHaqqu الْحَقُّ
robbika رَبِّكَ
takUnanna تَكُونَنَّ
mumtarIn الْمُمْتَرِينَ
walikulliww وَلِكُلٍّ
wiJhatun وِجْهَةٌ
muwallIhA مُوَلِّيهَا
fastabiqUl فَاسْتَبِقُوا
xVrOti الْخَيْرَاتِ
eYna أَيْنَ
takUnU تَكُونُوا
yaeti يَأْتِ
bikumuL بِكُمُ
jamIEan جَمِيعًا
wamin وَمِنْ
xoroJta خَرَجْتَ
lalHaqqu لَلْحَقُّ
lieallA لِئَلَّا
yakUna يَكُونَ
Hujjatun حُجَّةٌ
taxXWhum تَخْشَوْهُمْ
waxXWnI وَاخْشَوْنِي
walieutimma وَلِأُتِمَّ
niEmatI نِعْمَتِي
walaEallakum وَلَعَلَّكُمْ
earsalnA أَرْسَلْنَا
fIkum فِيكُمْ
eAyAtinA آيَاتِنَا
wayuzakkIkum وَيُزَكِّيكُمْ
wayuEallimukumul وَيُعَلِّمُكُمُ
wayuEallimukumm وَيُعَلِّمُكُمْ
fackurUnII فَاذْكُرُونِي
eackurkum أَذْكُرْكُمْ
waXkurU وَاشْكُرُوا
lI لِي
takfurUn تَكْفُرُونِ
staEInU اسْتَعِينُوا
maEaS مَعَ
SObirIn الصَّابِرِينَ
limayy لِمَنْ
yuQtalu يُقْتَلُ
sabIlil سَبِيلِ
eamwAtummm أَمْوَاتٌ
eaHyAAeuww أَحْيَاءٌ
taXEurUn تَشْعُرُونَ
walanaBluwannakummm وَلَنَبْلُوَنَّكُمْ
biXYeimm بِشَيْءٍ
xCfi الْخَوْفِ
waljUEi وَالْجُوعِ
wanaQSimm وَنَقْصٍ
eamwAli الْأَمْوَالِ
waleaNfusi وَالْأَنْفُسِ
wavvamarOti وَالثَّمَرَاتِ
wabaXXiriS وَبَشِّرِ
eicAA إِذَا
eaSObathumm أَصَابَتْهُمْ
muSIbatuN مُصِيبَةٌ
SolawAtumm صَلَوَاتٌ
waroHmatuww وَرَحْمَةٌ
muhtadUn الْمُهْتَدُونَ
einnaS إِنَّ
SofA الصَّفَا
walmarwata وَالْمَرْوَةَ
XaEAAeiril شَعَائِرِ
faman فَمَنْ
Hajjal حَجَّ
eawi أَوِ
Etamaro اعْتَمَرَ
junAHa جُنَاحَ
yappowwafa يَطَّوَّفَ
bihimA بِهِمَا
tapowwaEa تَطَوَّعَ
xVroN خَيْرًا
XAkirun شَاكِرٌ
yaktumUna يَكْتُمُونَ
eaNzalnA أَنْزَلْنَا
walhudA وَالْهُدَىٰ
bayyannAhu بَيَّنَّاهُ
yalEanuhumuL يَلْعَنُهُمُ
wayalEanuhumul وَيَلْعَنُهُمُ
lAEinUn اللَّاعِنُونَ
tAbU تَابُوا
waeaSlaHU وَأَصْلَحُوا
wabayyanU وَبَيَّنُوا
eatUbu أَتُوبُ
waeanAt وَأَنَا
wamAtU وَمَاتُوا
kuffArun كُفَّارٌ
laEnatuL لَعْنَةُ
walmalAAeikati وَالْمَلَائِكَةِ
wannAsi وَالنَّاسِ
eaJmaEIn أَجْمَعِينَ
xOlidIna خَالِدِينَ
yuNZorUn يُنْظَرُونَ
waeilAhukum وَإِلَٰهُكُمْ
eilAhuww إِلَٰهٌ
wAHidul وَاحِدٌ
lAA لَا
eilAha إِلَٰهَ
huwar هُوَ
roHmAnur الرَّحْمَٰنُ
xolqis خَلْقِ
waxtilAfil وَاخْتِلَافِ
lYli اللَّيْلِ
wannahAri وَالنَّهَارِ
walfulkil وَالْفُلْكِ
baHri الْبَحْرِ
yaNfaEun يَنْفَعُ
mAAeiN مَاءٍ
faeaHyA فَأَحْيَا
bihil بِهِ
baEda بَعْدَ
mWtihA مَوْتِهَا
wabavva وَبَثَّ
dAAAbbatiww دَابَّةٍ
wataSrIfir وَتَصْرِيفِ
riyAHi الرِّيَاحِ
wassaHAbil وَالسَّحَابِ
musaxxori الْمُسَخَّرِ
bYnas بَيْنَ
laeAyAtil لَآيَاتٍ
yaEqilUn يَعْقِلُونَ
yattaxicu يَتَّخِذُ
eaNdAdayy أَنْدَادًا
yuHibbUnahum يُحِبُّونَهُمْ
kaHubbil كَحُبِّ
eAmanUU آمَنُوا
Hubbal حُبًّا
yarVl يَرَى
ZolamUU ظَلَمُوا
yarCnal يَرَوْنَ
EacAba الْعَذَابَ
eannal أَنَّ
quwwata الْقُوَّةَ
jamIEaww جَمِيعًا
waeannaL وَأَنَّ
XadIdul شَدِيدُ
EacAB الْعَذَابِ
tabarroeal تَبَرَّأَ
lacInat الَّذِينَ
tubiEU اتُّبِعُوا
tabaEU اتَّبَعُوا
waroeawul وَرَأَوُا
wataqoppoEat وَتَقَطَّعَتْ
bihimul بِهِمُ
easbAB الْأَسْبَابُ
karrotaN كَرَّةً
fanatabarroea فَنَتَبَرَّأَ
tabarroeU تَبَرَّءُوا
minnA مِنَّا
yurIhimuL يُرِيهِمُ
eaEmAlahum أَعْمَالَهُمْ
HasarOtin حَسَرَاتٍ
bixOrijIna بِخَارِجِينَ
nAr النَّارِ
HalAlaN حَلَالًا
poyyibaww طَيِّبًا
tattabiEU تَتَّبِعُوا
xupuwAtiX خُطُوَاتِ
XYpOni الشَّيْطَانِ
